  1         7000.00000000    -111982.11135620    -111950.11135620         -1.01251896
  2         8444.44444444    -162966.96981441    -162934.96981441         -1.01251896
  3         9888.88888889    -223488.56438711    -223456.56438712         -1.01251896
  4        11333.33333333    -293546.89507430    -293514.89507429         -1.01251896
  5        12777.77777778    -373141.96187596    -373109.96187598         -1.01251896
  6        14222.22222222    -462273.76479212    -462241.76479213         -1.01251896
  7        15666.66666667    -560942.30382277    -560910.30382277         -1.01251896
  8        17111.11111111    -669147.57896790    -669115.57896790         -1.01251896
  9        18555.55555556    -786889.59022751    -786857.59022752         -1.01251896
 10        20000.00000000    -914168.33760161    -914136.33760162         -1.01251896
