0.	-1.012514560667576
0.01	-1.0317845459805899
0.02	-1.0511786832762255
0.03	-1.0706979540713557
0.04	-1.090343347607883
0.05	-1.1101158608889468
0.06	-1.1300164987145245
0.07	-1.1500462737163872
0.08	-1.1702062063923966
0.09	-1.190497325140107
0.1	-1.210920666289649
0.11	-1.23147727413587
0.12	-1.252168200969697
0.13	-1.2729945071087005
0.14	-1.2939572609268242
0.15	-1.3150575388832555
0.16	-1.3362964255504046
0.17	-1.357675013640962
0.18	-1.379194404034005
0.19	-1.4008557058001194
0.2	-1.4226600362255069
0.21	-1.444608520835044
0.22	-1.466702293414263
0.23	-1.4889424960302156
0.24	-1.5113302790511938
0.25	-1.533866801165267
0.26	-1.5565532293976045
0.27	-1.5793907391265487
0.28	-1.6023805140984007
0.29	-1.6255237464408865
0.3	-1.648821636675266
0.31	-1.6722753937270467
0.32	-1.6958862349352692
0.33	-1.719655386060324
0.34	-1.7435840812902639
0.35000000000000003	-1.7676735632455736
0.36	-1.7919250829823583
0.37	-1.816339899993916
0.38	-1.840919282210648
0.39	-1.8656645059982764
0.4	-1.8905768561543257
0.41000000000000003	-1.9156576259028293
0.42	-1.9409081168872218
0.43	-1.9663296391613794
0.44	-1.991923511178765
0.45	-2.0176910597796414
0.46	-2.0436336201763123
0.47000000000000003	-2.0697525359363484
0.48	-2.0960491589637624
0.49	-2.1225248494780917
0.5	-2.149180975991345
0.51	-2.1760189152827802
0.52	-2.203040052371468
0.53	-2.230245780486603
0.54	-2.257637501035524
0.55	-2.2852166235694042
0.56	-2.312984565746568
0.5700000000000001	-2.340942753293405
0.58	-2.3690926199628284
0.59	-2.3974356074902596
0.6	-2.425973165547076
0.61	-2.4547067516915098
0.62	-2.4836378313169436
0.63	-2.512767877597574
0.64	-2.5420983714314067
0.65	-2.5716308013805445
0.66	-2.60136666360874
0.67	-2.6313074618161734
0.68	-2.661454707171424
0.6900000000000001	-2.691809918240607
0.7000000000000001	-2.7223746209136355
0.71	-2.7531503483275896
0.72	-2.784138640787153
0.73	-2.815341045682088
0.74	-2.846759117401733
0.75	-2.8783944172464824
0.76	-2.910248513336236
0.77	-2.942322980515779
0.78	-2.974619400257091
0.79	-3.007139360558539
0.8	-3.0398844558409532
0.81	-3.072856286840559
0.8200000000000001	-3.1060564604987495
0.8300000000000001	-3.1394865898486795
0.84	-3.1731482938986777
0.85	-3.2070431975124536
0.86	-3.2411729312860924
0.87	-3.2755391314218354
0.88	-3.3101434395986287
0.89	-3.344987502839445
0.9	-3.38007297337537
0.91	-3.4154015085064544
0.92	-3.450974770459332
0.93	-3.486794426241609
0.9400000000000001	-3.522862147493029
0.9500000000000001	-3.559179610333418
0.96	-3.5957484952074283
0.97	-3.632570486726087
0.98	-3.6696472735051566
0.99	-3.706980548000347
1.	-3.744572006339374
1.01	-3.7824233513707535
1.02	-3.8205362859430005
1.03	-3.8589125129046313
1.04	-3.8975537351041605
1.05	-3.9364616553901044
1.06	-3.975638001355439
1.07	-4.015084500585807
1.08	-4.054802873601197
1.09	-4.094794840921596
1.1	-4.135062123066991
1.11	-4.175606412323729
1.12	-4.2164294645038485
1.1300000000000001	-4.2575330071857485
1.1400000000000001	-4.298918767947825
1.1500000000000001	-4.340588474368476
1.16	-4.3825438468560485
1.17	-4.424786621951505
1.18	-4.467318529025754
1.19	-4.51014129744971
1.2	-4.5532566565942805
1.21	-4.596666350882319
1.22	-4.640372090869809
1.23	-4.684375602164676
1.24	-4.728678610374845
1.25	-4.773282841108242
1.26	-4.818190058212816
1.27	-4.8634019394964625
1.28	-4.9089202010071
1.29	-4.954746558792647
1.3	-5.000882728901024
1.31	-5.047330489548574
1.32	-5.094091479072685
1.33	-5.14116739797917
1.34	-5.188559946773842
1.35	-5.236270825962513
1.36	-5.284301822631565
1.37	-5.3326545290611
1.3800000000000001	-5.381330624111788
1.3900000000000001	-5.4303317866443
1.4000000000000001	-5.479659695519305
1.41	-5.5293161407905425
1.42	-5.579302662327349
1.43	-5.629620911192127
1.44	-5.680272538447281
1.45	-5.731259195155213
1.46	-5.782582668079336
1.47	-5.834244438655794
1.48	-5.886246124021737
1.49	-5.938589341314316
1.5	-5.991275707670684
1.51	-6.044307000012438
1.52	-6.0976846357461705
1.53	-6.151410192062923
1.54	-6.205485246153735
1.55	-6.259911375209645
1.56	-6.314690339537622
1.57	-6.369823487433795
1.58	-6.425312350310223
1.59	-6.481158459578964
1.6	-6.537363346652075
1.61	-6.593928748310405
1.62	-6.650855939255023
1.6300000000000001	-6.708146399555792
1.6400000000000001	-6.765801609282572
1.6500000000000001	-6.823823048505222
1.6600000000000001	-6.882212423519531
1.67	-6.94097093161295
1.68	-7.000099996298862
1.69	-7.059601041090642
1.7	-7.119475489501671
1.71	-7.179725010433985
1.72	-7.240350720665141
1.73	-7.301353982361356
1.74	-7.3627361576888415
1.75	-7.424498608813815
1.76	-7.486642960487784
1.77	-7.549170246645347
1.78	-7.612081763806394
1.79	-7.675378808490817
1.8	-7.739062677218508
1.81	-7.803134944088385
1.82	-7.8675965586465555
1.83	-7.932448748018153
1.84	-7.997692739328313
1.85	-8.06332975970217
1.86	-8.129361326439602
1.87	-8.195788303947312
1.8800000000000001	-8.262611846806749
1.8900000000000001	-8.329833109599361
1.9000000000000001	-8.397453246906595
1.9100000000000001	-8.465473713534356
1.92	-8.53389528878352
1.93	-8.602719052179424
1.94	-8.6719460832474
1.95	-8.741577461512781
1.96	-8.811614574131978
1.97	-8.882058116091478
1.98	-8.95290909000885
1.99	-9.024168498501655
