  1            0.00136799    7280729.42275169   29494011.86033092
  2            0.01506156      52403.85026728     235651.36790238
  3            0.02875513       9215.75086169      59490.18983429
  4            0.04244870        924.44006241      23994.44183605
  5            0.05614227      -1580.15198655      11608.12635121
  6            0.06983584      -2351.44687188       6171.61161564
  7            0.08352941      -2471.74014540       3486.35884581
  8            0.09722298      -2335.49994337       2065.47774255
  9            0.11091655      -2110.57419686       1278.79504484
 10            0.12461012      -1872.20238064        828.28977741
 11            0.13830369      -1652.84953216        562.92866342
 12            0.15199726      -1464.15916485        402.53023147
 13            0.16569083      -1307.70185232        303.03559628
 14            0.17938440      -1180.53128680        239.54615335
 15            0.19307798      -1078.08757520        197.65569416
 16            0.20677155       -995.66118155        168.87060221
 17            0.22046512       -929.05627872        102.34114468
 18            0.23415869       -874.81603191         50.51552930
 19            0.24785226       -830.22386634         11.48029699
 20            0.26154583       -793.20585351        -17.72768423
 21            0.27523940       -762.20322902        -39.30577766
 22            0.28893297       -736.04933121        -54.92132415
 23            0.30262654       -713.86517340        -65.86263042
 24            0.31632011       -694.97729181        -73.13873473
 25            0.33001368       -678.85657078        -77.54752612
 26            0.34370725       -665.07482186        -79.72381784
 27            0.35740082       -653.27542294        -80.17436269
 28            0.37109439       -643.15448749        -79.30409863
 29            0.38478796       -634.44945293        -77.43631245
 30            0.39848153       -626.93250226        -74.82844679
 31            0.41217510       -620.40679985        -71.68468891
 32            0.42586867       -614.70408661        -68.16611373
 33            0.43956224       -609.68269632        -64.39892302
 34            0.45325581       -605.22548250        -60.48117234
 35            0.46694938       -601.23745992        -56.48827804
 36            0.48064295       -597.64316635        -52.47752878
 37            0.49433653       -594.38385425        -48.49177830
 38            0.50803010       -591.41465576        -44.56246173
 39            0.52172367       -588.70185528        -40.71205150
 40            0.53541724       -586.22037293        -36.95604914
 41            0.54911081       -583.95152678        -33.30459303
 42            0.56280438       -581.88110797        -29.76374923
 43            0.57649795       -579.99777735        -26.33654159
 44            0.59019152       -578.29177307        -23.02376835
 45            0.60388509       -576.75390712        -19.82464448
 46            0.61757866       -575.37482181        -16.73730261
 47            0.63127223       -574.14447409        -13.75917972
 48            0.64496580       -573.05181514        -10.88731199
 49            0.65865937       -572.08463310         -8.11855626
 50            0.67235294       -571.22952872         -5.44975299
 51            0.68604651       -570.47199546         -2.87784322
 52            0.69974008       -569.79657821         -0.39994906
 53            0.71343365       -569.18708702          1.98657398
 54            0.72712722       -568.62684514          4.28410677
 55            0.74082079       -568.09895326          6.49475307
 56            0.75451436       -567.58655484          8.62033889
 57            0.76820793       -567.07309012         10.66242152
 58            0.78190150       -566.54252937         12.62230560
 59            0.79559508       -565.97957855         12.62666558
 60            0.80928865       -565.36985297         12.40155724
 61            0.82298222       -564.70001682         12.18953773
 62            0.83667579       -563.95788814         11.98954281
 63            0.85036936       -563.13251053         11.80053504
 64            0.86406293       -562.21419374         11.62150758
 65            0.87775650       -561.19452645         11.45148973
 66            0.89145007       -560.06636453         11.28955303
 67            0.90514364       -558.82379892         11.13481735
 68            0.91883721       -557.46210679         10.98645636
 69            0.93253078       -555.97768960         10.84370198
 70            0.94622435       -554.36800171         10.70584775
 71            0.95991792       -552.63147228         10.57225082
 72            0.97361149       -550.76742348         10.44233276
 73            0.98730506       -548.77598700         10.31557913
 74            1.00099863       -546.65802087         10.19153802
 75            1.01469220       -544.41502812         10.06981763
 76            1.02838577       -542.04907835          9.95008312
 77            1.04207934       -539.56273322          9.83205291
 78            1.05577291       -536.95897629          9.71549454
 79            1.06946648       -534.24114778          9.60022027
 80            1.08316005       -531.41288439          9.48608258
 81            1.09685363       -528.47806418          9.37296970
 82            1.11054720       -525.44075655          9.26080114
 83            1.12424077       -522.30517720          9.14952352
 84            1.13793434       -519.07564772          9.03910655
 85            1.15162791       -515.75655977          8.92953932
 86            1.16532148       -512.35234335          8.82082692
 87            1.17901505       -508.86743905          8.71298732
 88            1.19270862       -505.30627387          8.60604864
 89            1.20640219       -501.67324034          8.50004670
 90            1.22009576       -497.97267864          8.39502289
 91            1.23378933       -494.20886142          8.29102233
 92            1.24748290       -490.38598107          8.18809230
 93            1.26117647       -486.50813922          8.08628093
 94            1.27487004       -482.57933810          7.98563606
 95            1.28856361       -478.60347371          7.88620442
 96            1.30225718       -474.58433049          7.78803087
 97            1.31595075       -470.52557735          7.69115783
 98            1.32964432       -466.43076480          7.59562489
 99            1.34333789       -462.30332322          7.50146852
100            1.36798906       -454.80135195          7.33554129
