  1            0.00136799    1727486.99106476   16536133.41655279   29493699.03849280   46153426.26737292   66515315.10317879   90579365.54387347          0.00000054
  2            0.00593251      84400.62151531     871814.89001325    1560802.36483522    2446643.42703764    3529338.04193820    4808886.21992032          0.00001016
  3            0.01049704      21658.49933298     273163.85339452     493230.94028320     776174.56153405    1121994.38142252    1530690.50133346          0.00003181
  4            0.01506156       6592.61790324     128755.90950446     235648.38284908     373082.49273089     541056.84435868     739571.85903865          0.00006549
  5            0.01962608        829.12873098      72776.23773712     135728.81645330     216670.45588070     315597.24158260     432510.35586191          0.00011119
  6            0.02419061      -1903.82871364      45453.48884481      86888.59387600     140168.12447418     205283.34463343     282236.89247357          0.00016893
  7            0.02875513      -3352.59200098      30163.23448937      59484.69576743      97194.88872531     143277.05715899     197736.25957167          0.00023869
  8            0.03331965      -4160.19249005      20801.82291683      42635.17397589      70725.85528016     105045.02447664     145601.38453598          0.00032049
  9            0.03788418      -4609.61416600      14699.61428864      31581.84060706      53318.06884953      79862.54326030     111229.06071612          0.00041431
 10            0.04244870      -4842.22448748      10537.62445267      23975.11816340      41297.30157202      62436.08420855      87411.97815919          0.00052016
 11            0.04701322      -4935.82492730       7602.56281583      18545.53927658      32679.26238194      49907.50016891      70259.20638952          0.00063804
 12            0.05157775      -4936.68214928       5480.72604589      14557.82742028      26315.33393090      40622.90849740      57519.70488872          0.00076795
 13            0.05614227      -4874.11367865       3918.36167280      11561.83805567      21502.82805963      33570.99781494      47817.41786354          0.00090989
 14            0.06070679      -4767.69419023       2752.54002617       9269.24180295      17792.00873362      28104.90307038      40272.51881494          0.00106386
 15            0.06527132      -4631.06092046       1874.59586226       7488.29792546      14884.02494517      23795.09763195      34301.07039095          0.00122986
 16            0.06983584      -4474.03981496       1209.70870591       6087.41841504      12573.90494268      20347.22967071      29503.12588468          0.00140788
 17            0.07440036      -4303.89394104        704.95836763       4973.85644091      10717.22473570      17554.08140951      25597.30154320          0.00159794
 18            0.07896489      -4126.09046793        322.05458715       4080.73990144       9209.84012532      15266.35932825      22380.99576904          0.00180002
 19            0.08352941      -3944.79226159         32.75510345       3358.90750248       7975.13643242      13374.32233722      19705.37036065          0.00201413
 20            0.08809394      -3763.18590078       -184.11226743       2771.61166261       6955.76497339      11795.87905855      17459.14396585          0.00224028
 21            0.09265846      -3583.70907343       -344.63900119       2290.98875331       6108.14435350      10468.67180195      15557.81673020          0.00247845
 22            0.09722298      -3408.21398539       -461.19795908       1895.65051041       5398.71451655       9344.68788303      13936.33828692          0.00272865
 23            0.10178751      -3238.08873570       -543.39676717       1569.00519768       4801.33053388       8386.51411726      12544.01453110          0.00299088
 24            0.10635203      -3074.35017073       -598.75833361       1298.06488518       4295.41469773       7564.68418782      11340.90332998          0.00326513
 25            0.11091655      -2917.71674458       -633.21507975       1072.58340904       3864.62374035       6855.76797662      10295.22091782          0.00355142
 26            0.11548108      -2768.66688877       -651.47334359        884.42359329       3495.87268292       6240.97412458       9381.44717674          0.00384974
 27            0.12004560      -2627.48652003       -657.28557562        727.08616761       3178.60989808       5705.11370474       8578.92241608          0.00416008
 28            0.12461012      -2494.30812758       -653.65589476        595.35448844       2904.27195287       5235.82197503       7870.79516339          0.00448246
 29            0.12917465      -2369.14311854       -642.99669982        485.02331605       2665.86898438       4822.96723041       7243.22419014          0.00481686
 30            0.13373917      -2251.90860380       -627.24877754        392.68930034       2457.66610803       4458.19709127       6684.76706484          0.00516329
 31            0.13830369      -2142.44948593       -607.97377187        315.58718343       2274.93632757       4134.58697439       6185.90718676          0.00552175
 32            0.14286822      -2040.55650315       -586.42541519        251.46010881       2113.76726525       3846.36538636       5738.68475176          0.00589224
 33            0.14743274      -1945.98075638       -563.60421850        198.45552847       1970.90880400       3588.69756987       5336.40650423          0.00627476
 34            0.15199726      -1858.44517216       -540.29918603        155.04049029       1843.65210847       3357.51389675       4973.41576562          0.00666931
 35            0.15656179      -1777.65331609       -517.11944116        119.93188912       1729.73291015       3149.37287681       4644.90897119          0.00707589
 36            0.16112631      -1703.29595838       -494.51834398         92.03877920       1627.25369431       2961.35116436       4346.78837485          0.00749449
 37            0.16569083      -1635.05579167       -472.81262937         70.41514905       1534.62071425       2790.95478001       4075.54308506          0.00792513
 38            0.17025536      -1572.61070562       -452.19910254         54.22258259       1450.49271015       2636.04711993       3828.15244308          0.00836779
 39            0.17481988      -1515.63602055       -432.77122055         42.70278611       1373.73892585       2494.79033344       3602.00713092          0.00882249
 40            0.17938440      -1463.80606696       -414.53722315         35.15986192       1303.40455561       2365.59740770       3394.84443017          0.00928921
 41            0.18394893      -1416.79546055       -397.44031921         30.95146593       1238.68216502       2247.09287188       3204.69483688          0.00976796
 42            0.18851345      -1374.28036050       -381.38008893         29.48692677       1178.88794474       2138.08047040       3029.83783505          0.01025874
 43            0.19307798      -1335.93991265       -366.23324544         30.22957504       1123.44189953       2037.51649245       2868.76509210          0.01076155
 44            0.19764250      -1301.45797814       -351.87163089         32.70037740       1071.85126389       1944.48770481       2720.14969587          0.01127639
 45            0.20220702      -1270.52514639       -338.17584411         36.48056111       1023.69657990       1858.19304020       2582.82033120          0.01180326
 46            0.20677155      -1242.84094290       -325.04387367         41.21193869        978.61998829       1777.92835287       2455.73951298          0.01234215
 47            0.21133607      -1218.11608425       -312.39507700         46.59466109        936.31536968       1703.07368137       2337.98516603          0.01289308
 48            0.21590059      -1196.07460892       -300.17049058         52.38283493        896.52004161       1633.08255965       2228.73498058          0.01345603
