1.000000000000000000e+00 1.000000000000000000e+00 3.997710191837799965e+00 3.599771019136100136e+01 -3.479644509893552367e+03
2.000000000000000000e+00 3.672240802675600158e+00 3.969194557354200015e+00 3.596919455726649772e+01 -9.446427217287541680e+02
3.000000000000000000e+00 6.344481605351200315e+00 3.908515759152800140e+00 3.590851575934200213e+01 -5.450826085704650268e+02
4.000000000000000000e+00 9.016722408026799584e+00 3.816652505058999889e+00 3.581665250535869660e+01 -3.823537494281052886e+02
5.000000000000000000e+00 1.168896321070229938e+01 3.695065980792799909e+00 3.569506597995749786e+01 -2.940285288864582753e+02
6.000000000000000000e+00 1.436120401337790042e+01 3.545652230753200129e+00 3.554565222531680035e+01 -2.385732902790340120e+02
7.000000000000000000e+00 1.703344481605349969e+01 3.370682203394999910e+00 3.537068217754649879e+01 -2.005179085918263979e+02
8.000000000000000000e+00 1.970568561872909896e+01 3.172732711946599782e+00 3.517273261055459699e+01 -1.727837251286782134e+02
9.000000000000000000e+00 2.237792642140469823e+01 2.954611884426499913e+00 3.495461154610929810e+01 -1.516732489102035970e+02
1.000000000000000000e+01 2.505016722408030105e+01 2.719282663947499845e+00 3.471928170384870072e+01 -1.350667167500897108e+02
1.100000000000000000e+01 2.772240802675590032e+01 2.469787709463799885e+00 3.446978528933289709e+01 -1.216616851801390027e+02
1.200000000000000000e+01 3.039464882943140012e+01 2.209178579258999964e+00 3.420917306102749933e+01 -1.106137443285841044e+02
1.300000000000000000e+01 3.306688963210699939e+01 1.940451550167900052e+00 3.394043999064039951e+01 -1.013514421420220941e+02
1.400000000000000000e+01 3.573913043478260221e+01 1.666491738704299896e+00 3.366646920478540039e+01 -9.347423811137670668e+01
1.500000000000000000e+01 3.841137123745819792e+01 1.390026576249600021e+00 3.338998528348790273e+01 -8.669305254315820264e+01
1.600000000000000000e+01 4.108361204013380075e+01 1.113589051279400000e+00 3.311351736046439953e+01 -8.079401729552030531e+01
1.700000000000000000e+01 4.375585284280939646e+01 8.394906434151000463e-01 3.283937192557859674e+01 -7.561550932188120555e+01
1.800000000000000000e+01 4.642809364548499929e+01 5.698034115947000489e-01 3.256961485993849692e+01 -7.103311543424379693e+01
1.900000000000000000e+01 4.910033444816060211e+01 3.063504242130000166e-01 3.230606185167579980e+01 -6.694950674056069317e+01
