1.000000000000000000e+00 3.973552037639999784e-02 1.856368116799894551e+03 1.920451938698051890e+04 3.438414539997460815e+04 5.390082192814358132e+04 7.775452720412415511e+04 -1.560980000000000034e+00
2.000000000000000000e+00 4.873009375670000337e-02 1.176800414424552173e+03 1.271177166070996100e+04 2.280485737096394223e+04 3.578171415502565651e+04 5.164229356342615210e+04 -1.560980000000000034e+00
3.000000000000000000e+00 5.772466713700000196e-02 7.903318435079451092e+02 9.010640704296307376e+03 1.620338366594981562e+04 2.545125843095428718e+04 3.675417142089010304e+04 -1.560980000000000034e+00
4.000000000000000000e+00 6.671924051739999695e-02 5.503602249277456622e+02 6.703670603780725287e+03 1.208776955727519453e+04 1.901029137475488096e+04 2.747107274281770515e+04 -1.560980000000000034e+00
5.000000000000000000e+00 7.571381389770000248e-02 3.917312238786067837e+02 5.169892038222849806e+03 9.350705745902883791e+03 1.472621370093076621e+04 2.129615184237516951e+04 -1.560980000000000034e+00
6.000000000000000000e+00 8.470838727799999412e-02 2.818988155017809731e+02 4.099215401386811209e+03 7.439250138616602271e+03 1.173384864928212301e+04 1.698260874925973985e+04 -1.560980000000000034e+00
7.000000000000000000e+00 9.370296065829999965e-02 2.031288572182309053e+02 3.322768093629729719e+03 6.052282225100209871e+03 9.562046722105098524e+03 1.385147784551222867e+04 -1.560980000000000034e+00
8.000000000000000000e+00 1.026975340386999946e-01 1.450836542701756002e+02 2.742197313734970066e+03 5.014434388539036263e+03 7.936424926229137782e+03 1.150735470126185101e+04 -1.560980000000000034e+00
9.000000000000000000e+00 1.116921074190000002e-01 1.014023995075737048e+02 2.297066956890315851e+03 4.217953265073794682e+03 6.688396587897888821e+03 9.707298546618225373e+03 -1.560980000000000034e+00
1.000000000000000000e+01 1.206866807993000057e-01 6.799357055727790566e+01 1.948575374824068831e+03 3.593664744835175952e+03 5.709739837825793984e+03 8.295360652149780435e+03 -1.560980000000000034e+00
