***            0.97083332          0.97083517          0.97084351          0.97086335          0.97088318          0.97089153          0.97089338          0.97689157          0.97690706          0.97697680          0.97714260          0.97730839          0.97737811          0.97739359          0.98287929          0.98291830
***            0.98351169          0.98392974          0.98410561          0.98414466          0.98539266          0.98544286          0.98566892          0.98620665          0.98674497          0.98697148          0.98702178          0.98595084          0.98600351          0.98624068          0.98680487          0.98736970
***            0.98766014
  6           51.45354545         51.45454545         51.45554545          0.94949066          0.94949066          0.94949065          0.94949063          0.94949062          0.94949061          0.94949061          0.95115721          0.95115725          0.95115741          0.95115779          0.95115814          0.95115829
***            0.95852071          0.95852849          0.95856352          0.95864686          0.95873028          0.95876538          0.95877317          0.97566505          0.97573050          0.97602524          0.97672589          0.97742618          0.97772064          0.97778603          0.99273208          0.99290072
***            0.99546757          0.99727978          0.99804279          0.99821220          0.99992729          1.00014595          1.00113040          1.00347513          1.00582942          1.00682129          1.00704150          1.00152387          1.00175350          1.00278735          1.00524991          1.00772291
***            1.00899619
  7           61.54445455         61.54545455         61.54645455          0.91545578          0.91545578          0.91545576          0.91545572          0.91545570          0.91545568          0.91545568          0.91906345          0.91906354          0.91906397          0.91906488          0.91906559          0.91906585
***            0.93488144          0.93490437          0.93500758          0.93525332          0.93549991          0.93560377          0.93562683          0.97177830          0.97197281          0.97284883          0.97493028          0.97700830          0.97788164          0.97807560          1.00920299          1.00972395
***            1.01766221          1.02329547          1.02567188          1.02619941          1.02512756          1.02581146          1.02888959          1.03624336          1.04368129          1.04682471          1.04752237          1.02865587          1.02937523          1.03261294          1.04034941          1.04817802
***            1.05222162
  8           71.63536364         71.63636364         71.63736364          0.86282731          0.86282730          0.86282729          0.86282728          0.86282732          0.86282735          0.86282736          0.86921505          0.86921517          0.86921575          0.86921658          0.86921606          0.86921559
***            0.89698693          0.89703967          0.89727706          0.89784360          0.89841540          0.89865686          0.89871045          0.96221048          0.96266167          0.96469392          0.96951742          0.97431994          0.97633591          0.97678368          1.03047118          1.03174903
***            1.05126333          1.06524800          1.07116930          1.07248320          1.05994757          1.06165543          1.06933755          1.08780010          1.10674606          1.11480320          1.11659007          1.06646378          1.06826422          1.07636247          1.09583340          1.11583522
***            1.12623259
  9           81.72627273         81.72727273         81.72827273          0.79215130          0.79215132          0.79215140          0.79215168          0.79215219          0.79215245          0.79215251          0.80184761          0.80184745          0.80184681          0.80184288          0.80183288          0.80182753
***            0.84365398          0.84375546          0.84421206          0.84530710          0.84642592          0.84690095          0.84700632          0.94289018          0.94376080          0.94768303          0.95697187          0.96616787          0.97001814          0.97087359          1.05126120          1.05390963
***            1.09449917          1.12405244          1.13664036          1.13943163          1.09899370          1.10261501          1.11888915          1.15838795          1.19992403          1.21777952          1.22173402          1.10951402          1.11334212          1.13054451          1.17233007          1.21636342
***            1.23950659
 10           91.81718182         91.81818182         91.81918182          0.70693196          0.70693206          0.70693249          0.70693382          0.70693596          0.70693701          0.70693724          0.71994988          0.71994838          0.71994201          0.71991862          0.71987424          0.71985163
***            0.77568633          0.77585751          0.77662699          0.77848872          0.78043298          0.78126627          0.78145089          0.90963027          0.91108637          0.91764884          0.93312837          0.94829117          0.95460849          0.95601295          1.06353021          1.06834541
***            1.14252166          1.19775887          1.22148372          1.22673942          1.13294514          1.13970469          1.17004908          1.24475663          1.32625637          1.36187949          1.36975130          1.14818988          1.15535723          1.18753046          1.26684719          1.35370433
***            1.40014293
 11          101.90809091        101.90909091        101.91009091          0.61248755          0.61248784          0.61248914          0.61249310          0.61249927          0.61250226          0.61250292          0.62828269          0.62827763          0.62825586          0.62818136          0.62804928          0.62798330
***            0.69563121          0.69589237          0.69706446          0.69994030          0.70304366          0.70439059          0.70468859          0.85935297          0.86152235          0.87130616          0.89423209          0.91629163          0.92540784          0.92743653          1.05822991          1.06608810
***            1.18795290          1.28135270          1.32188621          1.33085462          1.15031064          1.16165605          1.21254163          1.34017656          1.48661882          1.55215974          1.56659322          1.17045800          1.18252543          1.23665255          1.37268696          1.52976486
***            1.61583410
 12          111.99900000        112.00000000        112.00100000          0.51462114          0.51462183          0.51462479          0.51463388          0.51464784          0.51465448          0.51465594          0.53220530          0.53219309          0.53214089          0.53196394          0.53165921          0.53151051
***            0.60720826          0.60757574          0.60922013          0.61333674          0.61796297          0.61999290          0.62044162          0.79108745          0.79401934          0.80725859          0.83796681          0.86672611          0.87847960          0.88109839          1.02764430          1.03932126
***            1.22187917          1.36660298          1.43012491          1.44416157          1.14017884          1.15751796          1.23528472          1.43472141          1.67882052          1.79155903          1.81626774          1.16471779          1.18321506          1.26621257          1.47961017          1.74346066
***            1.89290608
 13          122.08990909        122.09090909        122.09190909          0.41873529          0.41873658          0.41874212          0.41875935          0.41878526          0.41879708          0.41879969          0.43688731          0.43686358          0.43676376          0.43642022          0.43584632          0.43557980
***            0.51479186          0.51527390          0.51741820          0.52293324          0.52938296          0.53220800          0.53283345          0.70655061          0.71018656          0.72664515          0.76425076          0.79819919          0.81193815          0.81500106          0.96772112          0.98366460
***            1.23523199          1.44212937          1.53389254          1.55414754          1.09534142          1.11965336          1.22889811          1.51595778          1.89595457          2.07855349          2.11832542          1.12309579          1.14909808          1.26609883          1.57440743          1.98889205
***            2.23388806
 14          132.18081818        132.18181818        132.18281818          0.32954903          0.32955111          0.32955982          0.32958774          0.32962780          0.32964425          0.32964796          0.34706562          0.34702641          0.34686694          0.34629777          0.34539902          0.34502760
***            0.42317263          0.42376524          0.42637038          0.43331169          0.44164036          0.44516071          0.44594579          0.61036479          0.61453048          0.63348040          0.67584577          0.71246953          0.72738904          0.73070626          0.87988146          0.90000964
***            1.22077454          1.49456233          1.61680442          1.64377381          1.01503591          1.04646677          1.18842925          1.57070586          2.12499822          2.40436516          2.46476168          1.04437781          1.07805702          1.23067882          1.64261138          2.25360637
***            2.63434141
 15          142.27172727        142.27272727        142.27372727          0.25094098          0.25094390          0.25095556          0.25099492          0.25104593          0.25106162          0.25106537          0.26688213          0.26682546          0.26660864          0.26578377          0.26461928          0.26427069
***            0.33726596          0.33795134          0.34089648          0.34911895          0.35891653          0.36260036          0.36343961          0.50963117          0.51405970          0.53440538          0.57847734          0.61510741          0.63094297          0.63442539          0.77148609          0.79511700
***            1.17554410          1.51166813          1.66152953          1.69461434          0.90612646          0.94376382          1.11548942          1.58835756          2.34778903          2.75227298          2.83899487          0.93532765          0.97569099          1.16112298          1.67197246          2.51918746
***            3.08161024
 16          152.36263636        152.36363636        152.36463636          0.18545010          0.18545370          0.18546687          0.18551554          0.18556607          0.18556787          0.18556900          0.19931974          0.19924674          0.19899607          0.19793319          0.19673846          0.19672178
***            0.26129756          0.26204716          0.26513744          0.27433216          0.28458363          0.28726464          0.28792188          0.41235477          0.41674200          0.43728360          0.47976468          0.51467887          0.53254190          0.53637980          0.65394603          0.67993096
***            1.10238311          1.48651947          1.65505596          1.69235940          0.78130074          0.82329615          1.01819940          1.56450049          2.54543329          3.10118602          3.21932009          0.80889375          0.85390370          1.06547112          1.65650691          2.76549834
***            3.55809911
 17          162.45354545        162.45454545        162.45554545          0.13373415          0.13373804          0.13374998          0.13380263          0.13383222          0.13379780          0.13379173          0.14553230          0.14544742          0.14520845          0.14397734          0.14317707          0.14401765
***            0.19775712          0.19853823          0.20153553          0.21129332          0.22041875          0.22021250          0.22030163          0.32513922          0.32921033          0.34893921          0.38702405          0.42025227          0.44321336          0.44800769          0.53887295          0.56588500
***            1.00896141          1.41981209          1.59275732          1.63125239          0.65454247          0.69855184          0.90818063          1.50214536          2.70370708          3.43176971          3.58525493          0.67953988          0.72659683          0.95557746          1.59822717          2.97625991
***            4.04768286
 18          172.54445455        172.54545455        172.54645455          0.09465074          0.09465433          0.09466125          0.09470991          0.09469095          0.09458926          0.09456955          0.10479019          0.10470053          0.10453528          0.10324747          0.10341106          0.10583696
***            0.14699144          0.14777365          0.15043542          0.16032730          0.16639138          0.16077199          0.15976958          0.25161941          0.25517608          0.27346078          0.30530351          0.33873049          0.37186195          0.37864577          0.43464843          0.46147345
***            0.90474714          1.31861330          1.47845744          1.51442604          0.53670301          0.58040635          0.79641497          1.40958008          2.81561947          3.73059863          3.92205982          0.55861344          0.60515194          0.84276821          1.50528878          3.14191498
***            4.54040200
 19          182.63536364        182.63636364        182.63736364          0.06599060          0.06599321          0.06599075          0.06602587          0.06592705          0.06572063          0.06567939          0.07513985          0.07505409          0.07503201          0.07382315          0.07558502          0.08047144
***            0.10771292          0.10847160          0.11058230          0.12021819          0.12121274          0.10721816          0.10450246          0.19247239          0.19540653          0.21201467          0.23680823          0.27363128          0.32352380          0.33367184          0.34532822          0.37103684
***            0.79813421          1.19304899          1.32142446          1.35095485          0.43371959          0.47518953          0.69063705          1.29686672          2.88037256          3.99030876          4.22112131          0.45242567          0.49637325          0.73500718          1.38849544          3.25875117
***            5.03285019
 20          192.72627273        192.72727273        192.72827273          0.04530780          0.04530869          0.04529246          0.04530398          0.04509415          0.04474246          0.04467108          0.05423293          0.05416021          0.05434892          0.05336117          0.05733603          0.06562480
***            0.07788117          0.07859811          0.07998744          0.08904243          0.08314701          0.05765386          0.05256069          0.14644162          0.14872342          0.16372928          0.18151588          0.22542526          0.29939604          0.31446181          0.27153744          0.29552479
***            0.69512407          1.05337711          1.13305249          1.15245748          0.34734107          0.38519386          0.59498653          1.17327665          2.90089947          4.20751771          4.47789396          0.36294437          0.40296248          0.63640605          1.25859419          3.32646072
***            5.52587537
 21          202.81718182        202.81818182        202.81918182          0.03044034          0.03043882          0.03040483          0.03038318          0.03003468          0.02949783          0.02938779          0.03988411          0.03983308          0.04029112          0.03965862          0.04637213          0.05898217
***            0.05539621          0.05605903          0.05660859          0.06482825          0.05059798          0.01061675          0.00250485          0.11143330          0.11308816          0.12674667          0.13813473          0.19256331          0.29778272          0.31930422          0.21195662          0.23390157
***            0.59933992          0.90842311          0.92472915          0.93086188          0.27676094          0.31014558          0.51091926          1.04622140          2.88188828          4.38080041          4.68978935          0.28945707          0.32501341          0.54809394          1.12504217          3.34618698
***            6.02211412
 22          212.90809091        212.90909091        212.91009091          0.01969528          0.01969074          0.01963572          0.01957262          0.01906361          0.01830612          0.01814984          0.03029903          0.03027690          0.03104941          0.03088671          0.04073011          0.05847024
***            0.03844718          0.03904891          0.03869027          0.04589008          0.02235703         -0.03468688         -0.04636556          0.08523663          0.08632101          0.09896226          0.10485825          0.17247804          0.31516586          0.34446590          0.16449751          0.18429550
***            0.51260147          0.76508187          0.70684890          0.69734545          0.22001444          0.24851883          0.43830757          0.92113034          2.82872231          4.50956389          4.85495715          0.23001260          0.26135907          0.46934352          0.99572688          3.31957474
***            6.52444180
 23          222.99900000        223.00000000        223.00100000          0.01183688          0.01182889          0.01175044          0.01163955          0.01095538          0.00994942          0.00974124          0.02409705          0.02410864          0.02522601          0.02561840          0.03882795          0.06232018
***            0.02560983          0.02614963          0.02485573          0.03092428         -0.00238126         -0.07840538         -0.09403379          0.06586845          0.06644842          0.07841302          0.07980443          0.16230183          0.34707397          0.38506841          0.12698035          0.14468106
***            0.43554705          0.62834953          0.48846483          0.46194343          0.17483474          0.19836380          0.37626553          0.80169178          2.74702283          4.59365756          4.97183507          0.18231295          0.21041863          0.39845820          0.87704483          3.24850750
***            7.03527507
 24          233.08990909        233.09090909        233.09190909          0.00600072          0.00598904          0.00588568          0.00572313          0.00485673          0.00358483          0.00332184          0.02024972          0.02029651          0.02177564          0.02277056          0.03942851          0.06904719
***            0.01582022          0.01630509          0.01407685          0.01898600         -0.02410663         -0.12018519         -0.13991088          0.05168396          0.05181730          0.06343146          0.06121995          0.15930419          0.38870621          0.43572705          0.09744060          0.11320190
***            0.36811993          0.50155009          0.27720788          0.23344092          0.13907489          0.15772970          0.32365126          0.69016547          2.64244652          4.63334969          5.03910101          0.14415839          0.17062110          0.33335413          0.77403894          3.13514115
***            7.55636400
 25          243.18081818        243.18181818        243.18281818          0.00159835          0.00158303          0.00145412          0.00123894          0.00019047         -0.00135260         -0.00166967          0.01800186          0.01808103          0.01992856          0.02152799          0.04157956          0.07740981
***            0.00830661          0.00875394          0.00560367          0.00942449         -0.04310209         -0.15934558         -0.18301473          0.04137471          0.04109616          0.05267655          0.04755146          0.16112279          0.43535911          0.49099662          0.07422708          0.08828589
***            0.30990075          0.38661338          0.07930304          0.01936694          0.11087147          0.12484309          0.27933336          0.58767546          2.52055165          4.62941763          5.05576617          0.11362495          0.14057054          0.27191363          0.69051014          2.98200441
***            8.08879649
 26          253.27172727        253.27272727        253.27372727         -0.00176316         -0.00178179         -0.00193620         -0.00220175         -0.00342580         -0.00523193         -0.00559803          0.01680173          0.01690523          0.01912203          0.02127608          0.04455663          0.08637302
***            0.00251827          0.00295867         -0.00110762          0.00181351         -0.05953733         -0.19504048         -0.22213883          0.03392394          0.03323351          0.04510984          0.03745423          0.16585785          0.48270769          0.54567490          0.05600184          0.06865801
***            0.26031707          0.28435405         -0.10037560         -0.17397392          0.08867856          0.09816201          0.24231196          0.49447034          2.38667032          4.58323329          5.02128288          0.08910659          0.11907965          0.21219269          0.62910375          2.79207284
***            8.63307038
 27          263.36263636        263.36363636        263.36463636         -0.00434237         -0.00436366         -0.00454299         -0.00485330         -0.00624121         -0.00828873         -0.00869380          0.01624668          0.01636060          0.01894652          0.02154899          0.04781568          0.09508059
***           -0.00193479         -0.00145499         -0.00645426         -0.00411000         -0.07353540         -0.22639038         -0.25599313          0.02855257          0.02740697          0.03995132          0.02977728          0.17208110          0.52698038          0.59500257          0.04170189          0.05331023
***            0.21876484          0.19473449         -0.25822718         -0.34145059          0.07124520          0.07637571          0.21175704          0.41015504          2.24578065          4.49680485          4.93562230          0.06929768          0.10514627          0.15253902          0.59138863          2.56879274
***            9.18917405
 28          273.45354545        273.45454545        273.45554545         -0.00630738         -0.00633032         -0.00653369         -0.00687970         -0.00841582         -0.01066999         -0.01109847          0.01604324          0.01614735          0.01910580          0.02199208          0.05095555          0.10283511
***           -0.00532858         -0.00474551         -0.01073157         -0.00849611         -0.08521370         -0.25258088         -0.28331326          0.02466917          0.02297669          0.03663104          0.02354386          0.17879432          0.56505555          0.63478700          0.03049145          0.04145736
***            0.18466977          0.11710340         -0.39182865         -0.47904086          0.05757329          0.05838449          0.18700223          0.33389707          2.10239001          4.37277083          4.79931423          0.05315416          0.09791135          0.09165365          0.57794244          2.31605956
***            9.75665782
 29          283.54445455        283.54545455        283.54645455         -0.00776652         -0.00778980         -0.00801617         -0.00838547         -0.01005146         -0.01246555         -0.01289605          0.01597842          0.01604611          0.01938773          0.02233567          0.05368817          0.10908308
***           -0.00785962         -0.00709127         -0.01416440         -0.01142154         -0.09470466         -0.27293043         -0.30294007          0.02182803          0.01944709          0.03474317          0.01793449          0.18536152          0.59450015          0.66146990          0.02171662          0.03249199
***            0.15750906          0.05040499         -0.49982535         -0.58375617          0.04687267          0.04327534          0.16751666          0.26460648          1.96044040          4.21435473          4.61345398          0.03985072          0.09661620          0.02861530          0.58844814          2.03816220
***           10.33469553
 30          293.63536364        293.63636364        293.63736364         -0.00878955         -0.00881150         -0.00905984         -0.00943697         -0.01121280         -0.01372977         -0.01413482          0.01589922          0.01589783          0.01964292          0.02237670          0.05581485          0.11340260
***           -0.00966985         -0.00861666         -0.01692825         -0.01292063         -0.10216208         -0.28693209         -0.31387406          0.01969567          0.01643705          0.03400501          0.01227468          0.19143098          0.61356637          0.67215378          0.01486668          0.02594385
***            0.13680888         -0.00664443         -0.58181182         -0.65355904          0.03852006          0.03029907          0.15286808          0.20108793          1.82324273          4.02529067          4.37968363          0.02874113          0.10056639         -0.03712127          0.62180189          1.73970436
***           10.92214018
 31          303.72627273        303.72727273        303.72827273         -0.00942198         -0.00944067         -0.00971005         -0.01007678         -0.01194166         -0.01449610         -0.01484213          0.01569785          0.01558940          0.01976903          0.02196610          0.05720702          0.11549216
***           -0.01086417         -0.00941101         -0.01916291         -0.01300905         -0.10775856         -0.29427439         -0.31530909          0.01802450          0.01365711          0.03422194          0.00602638          0.19685775          0.62115803          0.66459833          0.00954267          0.02144531
***            0.12212856         -0.05541329         -0.63820699         -0.68727551          0.03202428          0.01885059          0.14268534          0.14216315          1.69344184          3.80972901          4.10015349          0.01932408          0.10910451         -0.10574542          0.67622955          1.42551185
***           11.51757772
 32          313.81718182        313.81818182        313.81918182         -0.00969476         -0.00970803         -0.00999764         -0.01033354         -0.01226650         -0.01478686         -0.01503430          0.01530108          0.01504328          0.01969900          0.02099962          0.05779049          0.11515951
***           -0.01152267         -0.00954206         -0.02098095         -0.01170154         -0.11167815         -0.29484589         -0.30664960          0.01663260          0.01089234          0.03525825         -0.00121817          0.20163320          0.61677634          0.63719507          0.00543257          0.01870318
***            0.11303953         -0.09724417         -0.67012712         -0.68450479          0.02699766          0.00845214          0.13662452          0.08676407          1.57301094          3.57212936          3.77746847          0.01121468          0.12159177         -0.17712398          0.74940816          1.10053253
***           12.11938170
 33          323.90809091        323.90909091        323.91009091         -0.00963068         -0.00963620         -0.00994539         -0.01022835         -0.01220867         -0.01461957         -0.01472308          0.01466222          0.01420987          0.01939211          0.01941108          0.05753258          0.11231034
***           -0.01170900         -0.00906540         -0.02247275         -0.00902463         -0.11410710         -0.28872753         -0.28751482          0.01538801          0.00798914          0.03701374         -0.00974190          0.20582504          0.60045183          0.58892625          0.00229195          0.01747642
***            0.10910449         -0.13337328         -0.67925966         -0.64552712          0.02313321         -0.00126123          0.13434164          0.03399773          1.46327196          3.31714719          3.41462232          0.00412114          0.13739725         -0.25084351          0.83858884          0.76973397
***           12.72576942
 34          333.99900000        334.00000000        334.00100000         -0.00924851         -0.00924385         -0.00957207         -0.00977894         -0.01178637         -0.01401088         -0.01391971          0.01375514          0.01306163          0.01882715          0.01716692          0.05643151          0.10693649
***           -0.01147600         -0.00803080         -0.02370958         -0.00502504         -0.11522470         -0.27617601         -0.25773285          0.01419673          0.00484498          0.03940553         -0.01970911          0.20952934          0.57266814          0.51931244         -0.00007097          0.01755902
***            0.10986015         -0.16487645         -0.66774027         -0.57121073          0.02018654         -0.01055473          0.13547268         -0.01681421          1.36493740          3.04951919          3.01492310         -0.00217419          0.15589349         -0.32625826          0.94071744          0.43800323
***           13.33485895
 35          344.08990909        344.09090909        344.09190909         -0.00856561         -0.00854829         -0.00889501         -0.00900227         -0.01101705         -0.01297888         -0.01263739          0.01256955          0.01158858          0.01799704          0.01426165          0.05450780          0.09910377
***           -0.01086938         -0.00648639         -0.02474537          0.00022551         -0.11519536         -0.25760110         -0.21732697          0.01299344          0.00140003          0.04235469         -0.03117308          0.21283461          0.53428187          0.42835238         -0.00180678          0.01876737
***            0.11480536         -0.19263787         -0.63803518         -0.46291883          0.01796184         -0.01960605          0.13962113         -0.06611805          1.27816881          2.77395215          2.58191250         -0.00783026          0.17645695         -0.40254059          1.05254999          0.11005259
***           13.94472524
 36          354.18081818        354.18181818        354.18281818         -0.00759938         -0.00756698         -0.00793162         -0.00791602         -0.00991880         -0.01154428         -0.01089248          0.01110729          0.00979457          0.01690466          0.01071363          0.05179723          0.08893966
***           -0.00993004         -0.00448114         -0.02561810          0.00662855         -0.11416251         -0.23353903         -0.16649621          0.01173436         -0.00236980          0.04577698         -0.04408557          0.21579686          0.48644222          0.31645795         -0.00303380          0.02093137
***            0.12339533         -0.21733723         -0.59283109         -0.32241766          0.01630090         -0.02851702          0.14635244         -0.11412872          1.20264707          2.49501979          2.11928276         -0.01295988          0.19847185         -0.47873167          1.17076007         -0.20966558
***           14.55345324
 37          364.27172727        364.27272727        364.27372727         -0.00636809         -0.00631832         -0.00670010         -0.00653928         -0.00851096         -0.00973080         -0.00870497          0.00937931          0.00769419          0.01555959          0.00656113          0.04834524          0.07662104
***           -0.00869554         -0.00206607         -0.02635084          0.01405947         -0.11224451         -0.20462417         -0.10559213          0.01039173         -0.00645906          0.04957724         -0.05830828          0.21842454          0.43051307          0.18438688         -0.00384487          0.02388855
***            0.13504159         -0.23945157         -0.53493417         -0.15178708          0.01507479         -0.03732490          0.15519441         -0.16084460          1.13764987          2.21707115          1.63079438         -0.01763986          0.22133617         -0.55379016          1.29203573         -0.51703183
***           15.15918582
 38          374.36263636        374.36363636        374.36463636         -0.00489113         -0.00482186         -0.00521971         -0.00489279         -0.00681429         -0.00756500         -0.00609839          0.00740318          0.00531022          0.01397555          0.00185861          0.04420251          0.06236235
***           -0.00720080          0.00070538         -0.02695302          0.02237008         -0.10953259         -0.17156046         -0.03509317          0.00894950         -0.01083817          0.05364656         -0.07362576          0.22067145          0.36800016          0.03317548         -0.00431271          0.02748062
***            0.14911687         -0.25926787         -0.46718012          0.04666472          0.01417743         -0.04601338          0.16564208         -0.20607236          1.08213196          1.94415336          1.12019815         -0.02191943          0.24446883         -0.62663727          1.41316408         -0.80831847
***           15.76016457
 39          384.45354545        384.45454545        384.45554545         -0.00318896         -0.00309833         -0.00351077         -0.00299883         -0.00485081         -0.00507587         -0.00309936          0.00520105          0.00267131          0.01216842         -0.00332689          0.03942155          0.04640439
***           -0.00547855          0.00377758         -0.02742171          0.03139244         -0.10609048         -0.13509409          0.04442160          0.00740009         -0.01545842          0.05786190         -0.08975945          0.22243606          0.30048500         -0.13592633         -0.00449403          0.03155186
***            0.16496379         -0.27690327         -0.39235641          0.27048051          0.01352071         -0.05452304          0.17716604         -0.24945843          1.03480474          1.67995095          0.59116460         -0.02582692          0.26731698         -0.69619690          1.53110223         -1.08023301
***           16.35476245
 40          394.54445455        394.54545455        394.54645455         -0.00128287         -0.00116931         -0.00159435         -0.00088086         -0.00264351         -0.00229419          0.00026300          0.00279792         -0.00018988          0.01015478         -0.00891921          0.03405414          0.02900412
***           -0.00355941          0.00709338         -0.02774319          0.04094346         -0.10195552         -0.09598849          0.13229839          0.00574178         -0.02025657          0.06208732         -0.10638209          0.22356555          0.22956714         -0.32151587         -0.00443288          0.03594878
***            0.18190602         -0.29232984         -0.31313765          0.51712575          0.01303083         -0.06276136          0.18922264         -0.29052364          0.99421172          1.42774233          0.04722305         -0.02937536          0.28936291         -0.76142990          1.64303385         -1.32994575
***           16.94150750
 41          404.63536364        404.63636364        404.63736364          0.00080533          0.00094307          0.00050799          0.00143690         -0.00021591          0.00074818          0.00395788          0.00022030         -0.00323836          0.00795084         -0.01483615          0.02814951          0.01042559
***           -0.00147192          0.01059493         -0.02789453          0.05082997         -0.09714090         -0.05500221          0.22783309          0.00397685         -0.02515888          0.06617641         -0.12313204          0.22386308          0.15681535         -0.52209299         -0.00416317          0.04052077
***            0.19926084         -0.30540173         -0.23203423          0.78405159          0.01264549         -0.07061178          0.20126516         -0.32869854          0.95879773          1.19037333         -0.50828792         -0.03256690          0.31012991         -0.82136217          1.74641144         -1.55510206
***           17.51909789
 42          414.72627273        414.72727273        414.72827273          0.00305374          0.00321654          0.00277465          0.00392989          0.00240835          0.00401899          0.00795341         -0.00250491         -0.00643814          0.00557167         -0.02099234          0.02175316         -0.00906787
***            0.00075750          0.01422463         -0.02784539          0.06085369         -0.09163867         -0.01287038          0.33029330          0.00211003         -0.03008484          0.06997547         -0.13962683          0.22309702          0.08372817         -0.73610867         -0.00371082          0.04512118
***            0.21635179         -0.31588252         -0.15135408          1.06874807          0.01231176         -0.07794208          0.21275485         -0.36335738          0.92696998          0.97024671         -1.07225815         -0.03539639          0.32918690         -0.87510632          1.83898480         -1.75382065
***           18.08640894
 43          424.81718182        424.81818182        424.81918182          0.00544070          0.00562906          0.00518429          0.00657372          0.00520593          0.00748626          0.01221746         -0.00535133         -0.00975338          0.00303076         -0.02730172          0.01490611         -0.02922003
***            0.00310465          0.01792606         -0.02755972          0.07081601         -0.08542319          0.02971018          0.43893765          0.00014750         -0.03495039          0.07332696         -0.15547555          0.22101098          0.01170363         -0.96200635         -0.00309538          0.04960874
***            0.23252083         -0.32347143         -0.07317673          1.36878745          0.01198453         -0.08461154          0.22317125         -0.39384900          0.89715007          0.76932565         -1.64183174         -0.03785420          0.34615168         -0.92187725          1.91881693         -1.92467963
***           18.64249312
 44          434.90809091        434.90909091        434.91009091          0.00794517          0.00815918          0.00771622          0.00934455          0.00815412          0.01111884          0.01671822         -0.00829370         -0.01314926          0.00033973         -0.03367963          0.00764457         -0.04978685
***            0.00554759          0.02164477         -0.02699748          0.08052218         -0.07845482          0.07209228          0.55303206         -0.00190393         -0.03967062          0.07607304         -0.17028983          0.21733402         -0.05798245         -1.19825583         -0.00233144          0.05384897
***            0.24713915         -0.32782743          0.00066166          1.68185770          0.01162525         -0.09047726          0.23202118         -0.41952397          0.86781651          0.58914909         -2.21442184         -0.03992846          0.36069270         -0.96100202          1.98428878         -2.06669268
***           19.18657450
 45          444.99900000        445.00000000        445.00100000          0.01054698          0.01078637          0.01035062          0.01221946          0.01123123          0.01488690          0.02142469         -0.01130836         -0.01659266         -0.00249172         -0.04004456         -0.00000005         -0.07054032
***            0.00806661          0.02532907         -0.02611626          0.08978503         -0.07068358          0.11368623          0.67186284         -0.00403737         -0.04416215          0.07805887         -0.18369308          0.21179014         -0.12419043         -1.44337994         -0.00142968          0.05771553
