  1            0.00136799    9121023.44164130   31334305.87921757   63387977.65702563   68360186.97560892  113758882.92976466  122763013.02972184
  2            0.00821477     234894.56454985     850903.07917428    1739800.65613750    1877687.75545756    3136663.43318863    3386361.86353458
  3            0.01506156      57130.30593412     240377.82375781     504802.31667324     545821.23698972     920335.35637787     994615.01008005
  4            0.02190834      17822.59528926     104430.76312679     229402.14842387     248792.30635929     425796.90476470     460905.44693929
  5            0.02875513       3466.37188863      53740.81941684     126275.90010523     137540.03953541     240283.47989223     260667.81492193
  6            0.03560192      -3017.09398542      29779.69144423      77081.82783453      84446.52318585     151463.05418819     164769.52806782
  7            0.04244870      -6223.41764044      16846.69586201      50093.09428681      55300.71216370     102427.59699907     111801.91455327
  8            0.04929549      -7819.96996606       9286.78713660      33899.38141144      37800.62296306      72724.62085836      79696.51465784
  9            0.05614227      -8538.69815434       4650.44890379      23572.20590512      26633.50506613      53530.60020474      58933.56482389
 10            0.06298906      -8747.31248981       1731.54159011      16695.50689138      19195.09016676      40527.29084075      44854.48086143
 11            0.06983584      -8649.93812838       -122.61958278      11969.54202768      14084.09411581      31396.14031349      34958.00932022
 12            0.07668263      -8368.59352383      -1291.42493042       8643.88466733      10490.92110823      24800.85235611      27802.37976673
 13            0.08352941      -7980.18258342      -2007.83244107       6260.81537814       7921.12062504      19927.19212847      22508.83369010
 14            0.09037620      -7534.90032207      -2421.01609524       4528.86316734       6059.17037175      16256.47232092      18517.32696320
 15            0.09722298      -7066.14261898      -2629.59768847       3256.02083150       4696.56491578      13446.16727438      15457.81148604
 16            0.10406977      -6596.22907350      -2700.36820350       2312.38652159       3691.59804921      11263.32614106      13078.45582845
 17            0.11091655      -6139.92224987      -2679.38270645       1608.22373500       2945.75281951       9545.62523876      11203.65581660
 18            0.11776334      -5706.71519944      -2598.81690307       1080.52791517       2389.26370264       8177.64693699       9708.45057327
 19            0.12461012      -5302.38915799      -2481.34910448        684.50023509       1971.97903594       7075.92252530       8502.38273013
 20            0.13145691      -4930.11198446      -2343.03393682        387.96386946       1657.40749862       6179.21467969       7519.00947925
 21            0.13830369      -4591.22854960      -2195.22290262        167.60398468       1418.74184345       5442.03845499       6708.91017806
 22            0.14515048      -4285.83093923      -2045.86481291          6.36953700       1236.14594331       4830.24366551       6034.92110216
 23            0.15199726      -4013.16295576      -1900.39424812       -108.36697610       1094.86923322       4317.94388182       5468.82458273
 24            0.15884405      -3771.89696507      -1762.34465698       -186.14132514        983.91495727       3885.34528723       4989.00867316
 25            0.16569083      -3560.31433924      -1633.78258181       -234.37118946        895.08621994       3517.18869085       4578.78711431
 26            0.17253762      -3376.41871928      -1515.63716532       -259.05511583        822.29397667       3201.61639153       4225.17670597
 27            0.17938440      -3218.01014821      -1407.98189390       -265.24006419        761.04895583       2929.33788970       3917.99710119
 28            0.18623119      -3082.74456918      -1310.30226181       -257.28894713        708.08382575       2693.00903886       3649.20175724
 29            0.19307798      -2968.19553480      -1221.75197467       -238.99213623        661.06792399       2486.76630126       3412.37726791
 30            0.19992476      -2871.92423880      -1141.37416445       -213.58577131        618.38776571       2305.87600931       3202.36704641
 31            0.20677155      -2791.55375871      -1068.25897128       -183.74242844        578.97435051       2146.47068881       3014.98779256
 32            0.21361833      -2724.83762944      -1001.62577196       -151.57959153        542.16418777       2005.35233273       2846.81561019
 33            0.22046512      -2669.71304917       -940.84142161       -118.70168016        507.58556579       1879.84734261       2695.02450392
 34            0.22731190      -2624.33342263       -885.39907847        -86.26912852        475.06509254       1767.70080342       2557.26420979
 35            0.23415869      -2587.08033073       -834.88184386        -55.07956807        444.55192699       1666.99977279       2431.56747146
 36            0.24100547      -2556.55887598       -788.92748979        -25.64776221        416.05840434       1576.11701322       2316.27929325
 37            0.24785226      -2531.58189191       -747.20184692          1.72376308        389.61609430       1493.66838777       2210.00256969
 38            0.25469904      -2511.14821223       -709.38240037         26.88653789        365.24604086       1418.47896940       2111.55592065
 39            0.26154583      -2494.41897907       -675.15061981         49.80039307        342.94139660       1349.55460580       2019.94062568
 40            0.26839261      -2480.69457289       -644.19057685         70.49854435        322.66020318       1286.05705111       1934.31431681
 41            0.27523940      -2469.39356981       -616.19146793         89.06140161        304.32586815       1227.28173316       1853.96961943
 42            0.28208618      -2460.03430097       -590.85210910        105.59698145        287.83300111       1172.63779031       1778.31629700
 43            0.28893297      -2452.21907916       -567.88598217        120.22596051        273.05668039       1121.63027631       1706.86573145
 44            0.29577975      -2445.62088811       -547.02587269        133.06949678        259.86389852       1073.84450469       1639.21682879
 45            0.30262654      -2439.97221774       -528.02752265        144.23775367        248.12692397       1028.93248174       1575.04272806
 46            0.30947332      -2435.05570770       -510.67202466        153.81628124        237.73982401        986.60132222       1514.07802045
 47            0.31632011      -2430.69628686       -494.76691436        161.84557728        228.64182856        946.60349040       1456.10651446
 48            0.32316689      -2426.75454035       -480.14607700        168.28635402        220.85447346        908.72867514       1400.94984121
 49            0.33001368      -2423.12108363       -466.66867885        172.96603122        214.53679044        872.79709386       1348.45731458
 50            0.33686047      -2419.71176552       -454.21737389        175.55012150        210.01487111        838.65402176       1298.49742375
 51            0.34370725      -2416.46355936       -442.69603447        175.73181501        207.59260294        806.16535576       1250.95117403
 52            0.35055404      -2413.33102980       -432.02722560        173.70263553        207.08085650        775.21404140       1205.70727929
 53            0.35740082      -2410.28328586       -422.14959947        170.18001565        207.76943201        745.69721189       1162.65901867
 54            0.36424761      -2407.30134786       -413.01534000        165.86437598        208.96931681        717.52390964       1121.70244752
 55            0.37109439      -2404.37586936       -404.58774337        161.18321618        210.26785386        690.61327990       1082.73560825
 56            0.37794118      -2401.50516531       -396.83898387        156.35569739        211.46341925        664.89314339       1045.65840658
 57            0.38478796      -2398.69350585       -389.74808605        151.48994721        212.46742758        640.29886931       1010.37287539
 58            0.39163475      -2395.94964137       -383.29910421        146.64013150        213.24664866        616.77248265        976.78361883
 59            0.39848153      -2393.28553001       -377.47949787        141.83463869        213.79450031        594.26194955        944.79829686
 60            0.40532832      -2390.71524296       -372.27868574        137.08966166        214.11703070        572.72059340        914.32806538
 61            0.41217510      -2388.25402668       -367.68675957        132.41582308        214.22593459        552.10660099        885.28792834
 62            0.41902189      -2385.91750456       -363.69334164        127.82144243        214.13499160        532.38258467        857.59698615
 63            0.42586867      -2383.72100285       -360.28657529        123.31412596        213.85822899        513.51517223        831.17858157
 64            0.43271546      -2381.67898850       -357.45224411        118.90148700        213.40898708        495.47460182        805.96035390
 65            0.43956224      -2379.80460790       -355.17302336        114.59139790        212.79947255        478.23430562        781.87421634
 66            0.44640903      -2378.10931745       -353.42787330        110.39198192        212.04058287        461.77047192        758.85627234
 67            0.45325581      -2376.60259807       -352.19158968        106.31145813        211.14188388        446.06158239        736.84668582
 68            0.46010260      -2375.29174628       -351.43452862        102.35790564        210.11167512        431.08792759        715.78951831
 69            0.46694938      -2374.18173561       -351.12252230         98.53898979        208.95710550        416.83111002        695.63254368
